name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
MCCORMCK,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,10   50  100  500,10   50  100  500,20   100   200  1000,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,9   49   99  499
MCONCON,n,r,15,5,0,5,11,7,4,0,11,0,7,0,4,-6755,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
MDHOLE,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,248.4001191,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MESH,n,r,41,64,39,25,48,28,20,24,24,24,4,0,20,0.000142465,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
METHANB8,n,r,31,0,0,0,31,0,31,0,31,0,0,0,31,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
METHANB8LS,u,r,31,0,0,0,0,0,0,0,0,0,0,0,0,1.043104777,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
METHANL8,n,r,31,0,0,0,31,0,31,0,31,0,0,0,31,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
METHANL8LS,u,r,31,0,0,0,0,0,0,0,0,0,0,0,0,4345.099766,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MEXHAT,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,1475481.705,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MEYER3,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,1693607809,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MEYER3NE,n,r,3,0,0,0,16,0,16,0,16,0,0,0,16,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MGH09,n,r,4,0,0,0,11,0,11,0,11,0,0,0,11,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MGH09LS,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,897.545378,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MGH10,n,r,3,0,0,0,16,0,16,0,16,0,0,0,16,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MGH10LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,4.51524270119139e+15,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MGH10SLS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,4.51524270119139e+15,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MGH17LS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,87848.85333,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MGH17SLS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,87848.85333,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MIFFLIN1,n,r,3,0,0,0,2,1,1,2,0,1,0,1,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MIFFLIN2,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MINC44,n,r,51,76,51,25,35,9,26,0,35,0,9,0,26,0,0,1,1,0,1,0,1,2   3   4   5   6   7   8   9  10,5    13    27    51    93   169   311   583  1113,9    22    43    76   129   218   375   664  1213,5    13    27    51    93   169   311   583  1113,4    9   16   25   36   49   64   81  100,4     9    18    35    68   133   262   519  1032,3   5   7   9  11  13  15  17  19,1     4    11    26    57   120   247   502  1013,0  0  0  0  0  0  0  0  0,4     9    18    35    68   133   262   519  1032,0  0  0  0  0  0  0  0  0,3   5   7   9  11  13  15  17  19,0  0  0  0  0  0  0  0  0,1     4    11    26    57   120   247   502  1013,0  0  0  0  0  0  0  0  0
MINMAXBD,n,r,5,0,0,0,20,0,20,20,0,0,0,20,0,825.559,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MINMAXRB,n,r,3,0,0,0,4,2,2,4,0,2,0,2,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MINPERM,n,r,5,9,5,4,5,4,1,0,5,0,4,0,1,0,0,1,1,0,1,0,1,2   3   4   5   6   7   8   9  10,5    13    27    51    93   169   311   583  1113,9    22    43    76   129   218   375   664  1213,5    13    27    51    93   169   311   583  1113,4    9   16   25   36   49   64   81  100,5    10    19    36    69   134   263   520  1033,4   6   8  10  12  14  16  18  20,1     4    11    26    57   120   247   502  1013,0  0  0  0  0  0  0  0  0,5    10    19    36    69   134   263   520  1033,0  0  0  0  0  0  0  0  0,4   6   8  10  12  14  16  18  20,0  0  0  0  0  0  0  0  0,1     4    11    26    57   120   247   502  1013,0  0  0  0  0  0  0  0  0
MINSURF,b,r,64,56,28,28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MINSURFO,b,r,86,120,86,34,0,0,0,0,0,0,0,0,0,2.306006857,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MISRA1A,n,r,2,0,0,0,14,0,14,0,14,0,0,0,14,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MISRA1ALS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,10780.19016,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MISRA1B,n,r,2,0,0,0,14,0,14,0,14,0,0,0,14,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MISRA1BLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,10994.31721,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MISRA1C,n,r,2,0,0,0,14,0,14,0,14,0,0,0,14,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MISRA1CLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,11603.01641,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MISRA1D,n,r,2,0,0,0,14,0,14,0,14,0,0,0,14,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MISRA1DLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,11202.65677,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MISTAKE,n,r,9,1,1,0,13,0,13,13,0,0,0,13,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MODBEALE,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,5071.015625,0,1,1,0,0,0,0,1    2    5  100,2    4   10  200,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,14.203125       1278.40625      5071.015625      125170.3125
MODBEALENE,n,r,10,0,0,0,19,4,15,0,19,0,4,0,15,0,1,1,1,0,1,0,1,1    2    5  100,2    4   10  200,0  0  0  0,0  0  0  0,0  0  0  0,3    7   19  399,0   1   4  99,3    6   15  300,0  0  0  0,3    7   19  399,0  0  0  0,0   1   4  99,0  0  0  0,3    6   15  300,0  0  0  0
MOREBV,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000788519,0,1,1,0,0,0,0,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0.00078852  9.3561e-06  1.2329e-06  1.0295e-08
MOSARQP1,l,r,36,36,36,0,10,10,0,10,0,10,0,0,0,16.87357228,0,1,1,0,0,0,0,36  100,36  100,36  100,36  100,0  0,10  10,10  10,0  0,10  10,0  0,10  10,0  0,0  0,0  0,16.8736      40.3703
MOSARQP2,l,r,36,36,36,0,10,10,0,10,0,10,0,0,0,-2.517975574,0,1,1,0,0,0,0,36  100,36  100,36  100,36  100,0  0,10  10,10  10,0  0,10  10,0  0,10  10,0  0,0  0,0  0,-15.18658
MRIBASIS,n,r,36,72,36,36,55,44,11,46,9,43,1,3,8,18.2179,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MSQRTA,n,r,25,0,0,0,25,0,25,0,25,0,0,0,25,0,1,1,1,0,1,0,1,2   7  10  23  32,4    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,4    49   100   529  1024,0  0  0  0  0,4    49   100   529  1024,0  0  0  0  0,4    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,4    49   100   529  1024,0  0  0  0  0
MSQRTALS,u,r,25,0,0,0,0,0,0,0,0,0,0,0,0,32.03535289,0,1,1,0,0,0,0,2   7  10  23  32,4    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0.40270232      105.24839      212.71622      2938.3229       7938.213
MSQRTB,n,r,25,0,0,0,25,0,25,0,25,0,0,0,25,0,1,1,1,0,1,0,1,3   7  10  23  32,9    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,9    49   100   529  1024,0  0  0  0  0,9    49   100   529  1024,0  0  0  0  0,9    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,9    49   100   529  1024,0  0  0  0  0
MSQRTBLS,u,r,25,0,0,0,0,0,0,0,0,0,0,0,0,26.78180415,0,1,1,0,0,0,0,3   7  10  23  32,9    49   100   529  1024,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,2.8553577      98.078997      205.08461      2936.6524      7926.4442
MSS1,n,r,90,0,0,0,73,0,73,0,73,0,0,0,73,-4050,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
MUONSINE,n,r,1,0,0,0,512,0,512,0,512,0,0,0,512,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
MUONSINELS,u,r,1,0,0,0,0,0,0,0,0,0,0,0,0,61302.97681,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MWRIGHT,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,92,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
NASH,l,r,72,114,57,57,24,24,0,0,24,0,24,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
NCB20,u,r,35,0,0,0,0,0,0,0,0,0,0,0,0,52.002,0,1,1,0,0,0,0,100,110,0,0,0,0,0,0,0,0,0,0,0,0,202.002
NCB20B,u,r,21,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,1,0,0,0,0,21   22   50  100  180  500,21   22   50  100  180  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,42    44   100   200   360  1000
NCVXBQP1,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,-55.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,-6264
NCVXBQP2,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,-28.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,-3543.75
NCVXBQP3,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,-14.625,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,-14.625        64.125        731.25
NCVXQP1,l,r,50,100,50,50,25,25,0,0,25,0,25,0,0,-1258.875,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,5  25  50,5  25  50,0  0  0,0  0  0,5  25  50,0  0  0,5  25  50,0  0  0,0  0  0,-6264
NCVXQP2,l,r,50,100,50,50,25,25,0,0,25,0,25,0,0,-703.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,5  25  50,5  25  50,0  0  0,0  0  0,5  25  50,0  0  0,5  25  50,0  0  0,0  0  0,-3543.75
NCVXQP3,l,r,50,100,50,50,25,25,0,0,25,0,25,0,0,64.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,5  25  50,5  25  50,0  0  0,0  0  0,5  25  50,0  0  0,5  25  50,0  0  0,0  0  0,-14.625        64.125        731.25
NCVXQP4,l,r,50,100,50,50,12,12,0,0,12,0,12,0,0,-1258.875,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,2  12  25,2  12  25,0  0  0,0  0  0,2  12  25,0  0  0,2  12  25,0  0  0,0  0  0,-6264
NCVXQP5,l,r,50,100,50,50,12,12,0,0,12,0,12,0,0,-703.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,2  12  25,2  12  25,0  0  0,0  0  0,2  12  25,0  0  0,2  12  25,0  0  0,0  0  0,-3543.75
NCVXQP6,l,r,50,100,50,50,12,12,0,0,12,0,12,0,0,64.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,2  12  25,2  12  25,0  0  0,0  0  0,2  12  25,0  0  0,2  12  25,0  0  0,0  0  0,-14.625        64.125        731.25
NCVXQP7,l,r,50,100,50,50,36,36,0,0,36,0,36,0,0,-1258.875,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,6  36  75,6  36  75,0  0  0,0  0  0,6  36  75,0  0  0,6  36  75,0  0  0,0  0  0,-6264
NCVXQP8,l,r,50,100,50,50,36,36,0,0,36,0,36,0,0,-703.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,6  36  75,6  36  75,0  0  0,0  0  0,6  36  75,0  0  0,6  36  75,0  0  0,0  0  0,-3543.75
NCVXQP9,l,r,50,100,50,50,36,36,0,0,36,0,36,0,0,64.125,0,1,1,0,0,0,0,10   50  100,10   50  100,20  100  200,10   50  100,10   50  100,6  36  75,6  36  75,0  0  0,0  0  0,6  36  75,0  0  0,6  36  75,0  0  0,0  0  0,-14.625        64.125        731.25
NELSON,n,r,3,0,0,0,128,0,128,0,128,0,0,0,128,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
NELSONLS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,63.08354004,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
NET1,n,r,48,56,28,28,57,37,20,19,38,16,21,3,17,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
NOBNDTOR,b,r,36,72,36,36,0,0,0,0,0,0,0,0,0,-0.48,0,1,1,0,0,0,0,2   5  11  16  37  50  61,16    100    484   1024   5476  10000  14884,32    200    968   2048  10952  20000  29768,16    100    484   1024   5476  10000  14884,16    100    484   1024   5476  10000  14884,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,-2.72022
NONCVXU2,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,3117.326365,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,3117.3263648      2639748.0436
NONCVXUN,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,3316.536408,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,3316.5364075      2727010.7614
NONDIA,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,3604,0,1,1,0,0,0,0,10   20   30   50   90  100  500,10   20   30   50   90  100  500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,3604    7604   11604   19604   35604   39604  199604
NONDQUAR,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,0,0,100  500,100  500,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,106  506
NONSCOMP,b,r,25,50,25,25,0,0,0,0,0,0,0,0,0,3460,0,1,1,0,0,0,0,25   50  100  500,25   50  100  500,50   100   200  1000,25   50  100  500,25   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,3460   7060  14260  71860
NONSCOMPNE,n,r,25,50,25,25,25,1,24,0,25,0,1,0,24,0,1,1,1,0,1,0,1,25   50  100  500,25   50  100  500,50   100   200  1000,25   50  100  500,25   50  100  500,25   50  100  500,1  1  1  1,24   49   99  499,0  0  0  0,25   50  100  500,0  0  0  0,1  1  1  1,0  0  0  0,24   49   99  499,0  0  0  0
NOZZLEfp,b,r,5,8,4,4,0,0,0,0,0,0,0,0,0,1181.046169,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
NUFFIELD,n,r,85,2,1,1,350,305,45,350,0,305,0,45,0,0,0,1,1,1,0,1,0,{5}{10  20  30  40},85  270  555  940,2  2  2  2,1  1  1  1,1  1  1  1,350  1300  2850  5000,305  1110  2415  4220,45  190  435  780,350  1300  2850  5000,0  0  0  0,305  1110  2415  4220,0  0  0  0,45  190  435  780,0  0  0  0,0  0  0  0
NYSTROM5,n,r,18,6,3,3,20,2,18,0,20,0,2,0,18,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
OBSTCLAE,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,42.35526316,0,1,1,0,0,0,0,4   10   23   32   75  100  125,80   200   460   640  1500  2000  2500,160   400   920  1280  3000  4000  5000,80   200   460   640  1500  2000  2500,80   200   460   640  1500  2000  2500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,56.52632      20.05263      19.02632      29.07301      143.5341      256.1053      401.8077
OBSTCLAL,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,14.59001071,0,1,1,0,0,0,0,4   10   23   32   75  100  125,80   200   460   640  1500  2000  2500,160   400   920  1280  3000  4000  5000,80   200   460   640  1500  2000  2500,80   200   460   640  1500  2000  2500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,21.2577       4.3075      1.96943      2.96258      16.0161      28.8501      45.4258
OBSTCLBL,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,52.14412203,0,1,1,0,0,0,0,4   10   23   32   75  100  125,80   200   460   640  1500  2000  2500,160   400   920  1280  3000  4000  5000,80   200   460   640  1500  2000  2500,80   200   460   640  1500  2000  2500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,3.544818e-05       15.4849      14.67013      21.20429      105.1935      187.6575       294.143
OBSTCLBM,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,13.30196018,0,1,1,0,0,0,0,4   10   23   32   75  100  125,80   200   460   640  1500  2000  2500,160   400   920  1280  3000  4000  5000,80   200   460   640  1500  2000  2500,80   200   460   640  1500  2000  2500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0.0002700007      10.31135      8.248797      11.98446      59.98172      107.1097      167.9662
OBSTCLBU,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,14.14030478,0,1,1,0,0,0,0,4   10   23   32   75  100  125,80   200   460   640  1500  2000  2500,160   400   920  1280  3000  4000  5000,80   200   460   640  1500  2000  2500,80   200   460   640  1500  2000  2500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0.01527952      23.46243      15.49196      22.52512       112.793      201.4163      315.8551
ODFITS,l,r,10,10,10,0,6,6,0,0,6,0,6,0,0,-2716.866667,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
OET1,l,r,3,0,0,0,1002,1002,0,1002,0,1002,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
OET2,n,r,3,0,0,0,1002,0,1002,1002,0,0,0,1002,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
OET3,l,r,4,0,0,0,1002,1002,0,1002,0,1002,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
OET4,n,r,4,0,0,0,1002,0,1002,1002,0,0,0,1002,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
OET5,n,r,5,0,0,0,1002,0,1002,1002,0,0,0,1002,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
OET6,n,r,5,0,0,0,1002,0,1002,1002,0,0,0,1002,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
OET7,n,r,7,0,0,0,1002,0,1002,1002,0,0,0,1002,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
OPTCNTRL,n,r,32,36,23,13,20,10,10,0,20,0,10,0,10,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
OPTMASS,n,r,70,8,4,4,55,44,11,11,44,0,44,11,0,0,0,1,1,1,0,1,0,10  100  200  500,70   610  1210  3010,8  8  8  8,4  4  4  4,4  4  4  4,55   505  1005  2505,44   404   804  2004,11  101  201  501,11  101  201  501,44   404   804  2004,0  0  0  0,44   404   804  2004,11  101  201  501,0  0  0  0,0  0  0  0
OPTPRLOC,n,r,30,60,30,30,30,5,25,30,0,5,0,25,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
ORTHRDM2,n,r,103,0,0,0,50,0,50,0,50,0,0,0,50,0,0,1,1,0,1,0,1,100,203,0,0,0,100,0,100,0,100,0,0,0,100,0
ORTHRDS2,n,r,23,0,0,0,10,0,10,0,10,0,0,0,10,0,0,1,1,0,1,0,1,10   50   76  100  250  500,23   103   155   203   503  1003,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0
ORTHREGA,n,r,37,0,0,0,16,0,16,0,16,0,0,0,16,0,0,1,1,0,1,0,1,3  4  5  6,133   517  2053  8197,0  0  0  0,0  0  0  0,0  0  0  0,64   256  1024  4096,0  0  0  0,64   256  1024  4096,0  0  0  0,64   256  1024  4096,0  0  0  0,0  0  0  0,0  0  0  0,64   256  1024  4096,0  0  0  0
ORTHREGB,n,r,27,0,0,0,6,0,6,0,6,0,0,0,6,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
ORTHREGC,n,r,25,0,0,0,10,0,10,0,10,0,0,0,10,0,0,1,1,0,1,0,1,10   50  250  500,25   105   505  1005,0  0  0  0,0  0  0  0,0  0  0  0,10   50  250  500,0  0  0  0,10   50  250  500,0  0  0  0,10   50  250  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  250  500,0  0  0  0
ORTHREGD,n,r,23,0,0,0,10,0,10,0,10,0,0,0,10,0,0,1,1,0,1,0,1,10   50  250  500,23   103   503  1003,0  0  0  0,0  0  0  0,0  0  0  0,10   50  250  500,0  0  0  0,10   50  250  500,0  0  0  0,10   50  250  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  250  500,0  0  0  0
ORTHREGE,n,r,36,1,1,0,20,0,20,0,20,0,0,0,20,0,0,1,1,0,1,0,1,10,36,1,1,0,20,0,20,0,20,0,0,0,20,0
ORTHREGF,n,r,80,2,2,0,25,0,25,0,25,0,0,0,25,0,0,1,1,0,1,0,1,5   7  10  15  20  40,80   152   305   680  1205  4805,2  2  2  2  2  2,2  2  2  2  2  2,0  0  0  0  0  0,25    49   100   225   400  1600,0  0  0  0  0  0,25    49   100   225   400  1600,0  0  0  0  0  0,25    49   100   225   400  1600,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,25    49   100   225   400  1600,0  0  0  0  0  0
ORTHRGDM,n,r,23,0,0,0,10,0,10,0,10,0,0,0,10,0,0,1,1,0,1,0,1,10   50   76  100  250  500,23   103   155   203   503  1003,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,10   50   76  100  250  500,0  0  0  0  0  0
ORTHRGDS,n,r,43,0,0,0,20,0,20,0,20,0,0,0,20,192.4113025,0,1,1,0,1,0,1,50   76  100  250  500,103   155   203   503  1003,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,50   76  100  250  500,0  0  0  0  0,50   76  100  250  500,0  0  0  0  0,50   76  100  250  500,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,50   76  100  250  500,94.46688      71.76444      77.06811      60.46102      102.0037
OSBORNE1,n,r,5,0,0,0,33,0,33,0,33,0,0,0,33,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
OSBORNE2,n,r,11,0,0,0,65,0,65,0,65,0,0,0,65,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
OSBORNEA,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,0.879026294,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
OSBORNEB,u,r,11,0,0,0,0,0,0,0,0,0,0,0,0,3.165705817,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
OSCIGRAD,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,612072002.3,0,1,1,0,0,0,0,2    5   10   15   25  100,2    5   10   15   25  100,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,612072002.25        612072002.25        612072002.25        612072002.25        612072002.25        612072002.25
